color,width,height,rabiola,user_id
yellow,36,16,True,9a31e9ab-2469-4118-b514-3da7b186921c
white,39,43,False,7b490e36-0d88-4a3f-8c44-56f640f563c8
white,31,43,False,dad9a6f1-87e0-458d-a817-5bb4946794ef
gray,19,33,False,3f1996b3-b41c-4727-8074-795607256597
yellow,59,27,True,431a8c10-3f9d-4776-9267-6918eebcdd95
pink,36,47,False,be7c9d7a-3036-4404-94a1-1f61cd2a06e2
gray,34,32,False,d454b838-8156-4a04-9418-fb18b6cb45bd
pink,31,16,False,2fdef2ad-f7b5-42e1-81c8-43b691ae66ed
yellow,36,40,False,4a20aea9-942d-4682-95d2-553519a8fb1d
purple,27,30,False,65ae63f5-8f62-4cfb-ab6d-3f4974df0f16
pink,57,28,False,209e5a39-f791-4471-b02b-664443fcdf77
yellow,25,51,True,bded596f-e113-48eb-88ea-4cac229515a9
pink,56,46,False,cf643209-cd65-49ca-be64-23a6d74d7d7b
white,47,52,True,da6163d2-e87a-47f2-a3dd-5996efa813e4
pink,21,35,True,76fde5bf-2028-4529-85de-78772534401a
white,18,55,False,0704cf69-c7f5-4032-b189-52c4c3b896f8
gray,45,33,True,e772a1b9-701d-4efa-bf43-82a0967e2785
green,50,55,True,df0ebf00-beb9-410b-8982-f0654e3a3c7e
purple,27,57,True,25476893-acb1-4a05-96f7-3761220d1a0f
yellow,35,53,True,e978f718-6349-440b-aa20-65ee5fd27a06
white,17,30,False,cb4cf467-42cf-4bef-bdcc-75c512f87eb7
green,13,30,True,6ce43276-548b-447b-8cb4-414b7dc87b83
purple,48,14,True,f67013a0-3992-43fa-8693-e2220cc89c2b
yellow,58,45,False,06c3fc46-935c-4afe-8003-c6bd092b2312
purple,29,49,False,e28c08e5-2cc7-4fd8-971d-794846cbde81
gray,47,16,False,3f2c4bd0-14c4-4867-a1d4-97bd6c50db45
yellow,12,33,True,1b5ea168-9650-447c-bdf5-9b8d31c8f17c
white,59,37,False,d3ea3eee-77e1-4dbc-8f58-0e17c87b93ac
yellow,49,57,True,c22313d4-1a33-480b-95fe-eeb4a83004bb
black,31,15,False,97f98e7c-10e9-4832-87b9-d013eb775a11
black,58,42,True,896b0741-256d-4909-8127-238353345106
purple,20,48,True,9f1b7225-878f-4b16-a931-bb29f4f9cc22
gray,54,19,False,5d185429-78cf-400b-96a4-f735c17ee3d4
purple,26,48,False,c7a3adb5-dc34-4f32-8860-b81836f96ace
gray,46,21,False,de334f5b-c23f-4502-96c9-b4f7d3fc53da
gray,34,48,False,53f26c71-9ac4-4831-9759-222cf51c1331
black,21,49,False,2399dcd9-adb3-40b1-8160-929eded8c088
green,53,15,True,4a296c60-ca24-4887-8840-14e096d05c92
white,22,14,True,e9361da5-4aff-4861-807c-9de240ae3f10
green,39,51,False,319a67a5-7275-4ea1-9b6e-745e73e5c575
yellow,59,24,True,bd075d0e-72f5-4ed0-bc6d-e0f66b9f3780
yellow,20,13,False,5d185429-78cf-400b-96a4-f735c17ee3d4
yellow,33,34,True,e1d49444-37df-48df-aaae-fbdd8101da7f
pink,18,29,False,8370e7d0-d2d5-4508-9f7c-517075748922
purple,34,44,False,8fcc8c79-4b6a-46b3-9bf2-da3e4d69d4de
green,26,53,False,ffe205b8-8d3f-4cc8-be46-d36e594fbb11
yellow,38,47,True,7b490e36-0d88-4a3f-8c44-56f640f563c8
black,27,30,False,5969b569-9d65-4651-ac64-f115a9f3c74f
red,38,15,False,451cfbad-d103-4861-928e-a1d0d41a4e42
white,40,59,True,1f083828-dea0-4181-a419-aea6c9f4c7ae
red,46,33,False,6d0b2301-7573-42c1-8c34-831f1275c42e
green,11,13,False,81128f33-a791-458a-b6a9-ef5320989f3a
red,51,19,True,b655b023-f40d-47de-975a-6a3f9c1b31d7
pink,20,54,False,f8c9b5b3-7d49-4f50-9bc2-afe2e38cab6b
black,27,46,True,ab20d915-f37d-42ac-aca4-0b9cefff21cf
red,18,18,False,f7c79e02-f887-4033-8020-6806e2560c67
red,47,59,True,a8a2a129-880e-4c98-83c4-3a74f7142ee0
green,29,48,False,0a0fa680-c42c-4989-ac29-fd03aac631ce
pink,34,16,False,3437ee1f-ef1d-42e1-a805-c4a90be2039a
white,42,33,True,9a7ec456-00c9-429d-b8ae-0b890f6d572c
white,42,31,False,016a565c-d707-429d-b33b-6de21153ee30
white,28,50,False,81da22a1-45f6-4e78-9ed3-a351ab8b369b
gray,33,14,True,e38e7fd1-99d3-474a-8cad-f9d52e189814
green,51,24,True,c9e077b0-8886-40ee-9549-d3395f8790a5
gray,30,23,False,7e43280b-6030-433f-8804-a544f4dbd43e
yellow,30,55,True,62416bd9-2b0a-4067-9416-dbf6d89540e7
green,28,28,True,12133aed-83f6-41b0-9802-52d0b4771c84
green,23,25,True,ad84cc0a-62ea-4f90-ad76-bb2842b1b073
purple,45,13,False,7a7f6fdc-9aae-4dcf-b936-b7929528b288
yellow,21,21,True,d085d0c0-ac31-43ca-99a5-e16c653708ff
yellow,50,57,False,49161c50-3770-45b8-bb69-55bcc569548d
purple,57,54,True,01e350ee-f8d8-4959-ba40-fd7cf27d1d05
pink,52,46,False,76ad65f2-ea0f-43d7-9aba-78cf5c99f761
green,50,53,True,6cef9aa8-b65c-4b73-ae65-1dcac6581a07
pink,49,38,False,58dfacdc-cd7a-44ec-9782-ff1ee4c65f39
black,17,34,False,e9d465f3-c40c-446e-accd-5fba109e83f5
red,50,26,False,f7ba4a9b-caf0-44c1-9783-0c796ea08632
gray,11,16,True,d234ccd1-0eae-4962-9fad-5a078501a9df
yellow,49,21,False,d2dd7612-a348-4a9f-be20-7e328dbc815c
red,22,45,False,d09a2e0e-6eab-4e13-ace7-8874b55a7734
black,24,31,True,7ffdc5b1-f910-4d5f-b87b-42cdf65b5234
pink,51,41,False,fc4d4dea-7c7e-4f87-b562-e4ac85527d2c
black,31,40,True,f97ea959-75b0-4d87-8882-f4797ffc236e
gray,38,39,False,feb15d7c-4a22-43c4-b66f-bf88b3ae5f88
gray,20,10,False,d29b6cde-d94a-402e-b6d6-de3a7837f862
pink,31,54,True,d360677c-ae7e-445e-ba0e-58cd48465882
gray,50,32,False,37d8b3b4-f911-46b6-b8a5-c9b8362a685a
green,34,29,False,de53c8e8-50eb-461d-a8fd-ddb4765093b3
yellow,33,22,False,f62a767f-8c8e-4eae-80b9-611f08b53636
black,11,15,True,1d83ddef-9cd1-439b-917d-da6d1d3247b2
gray,54,45,True,0ecdc767-f62f-4f37-a027-304f02566482
green,59,45,True,52cd2581-67d6-4694-8936-91185867a412
white,16,17,False,ec917743-11b1-45ec-8b41-029ed3ab5767
gray,11,44,False,3e9938e7-b0cc-43c2-942e-568de324c917
yellow,48,45,True,b5444450-1119-4335-8ecb-4fad894f4fff
black,42,35,False,82b9910f-f37a-4209-87e3-1d274b82d048
gray,26,47,True,07f0d14b-d59c-433c-8bdd-556d38ce5186
gray,37,37,False,65ae63f5-8f62-4cfb-ab6d-3f4974df0f16
gray,23,57,True,a8dda446-ed6c-45c9-9442-d51d6fb2ed0c
red,36,40,False,5b32b98c-84c8-40de-95fe-573428616a4e
white,24,50,True,85a6a578-4a4d-437e-b68d-552ad30b992d
gray,12,26,True,c8b43b58-35bc-498f-9870-0990b3e554c7
white,13,51,True,6a1911e2-4244-417e-b899-f52d32e72cc8
black,31,11,True,c91997de-8ca8-453d-b8a7-cbf6f920586c
white,10,30,False,4cb27195-d4f1-4086-ab38-333940d258ed
yellow,30,40,False,dd57ae1e-246a-420f-86d4-fd975ddc5460
white,37,50,False,23022d12-6d85-4099-856c-c7a95814b204
pink,11,20,False,48032fc8-ff20-4f0f-823f-b3f5c63f862a
yellow,34,19,False,834a0a05-2c67-44a4-acac-c8e9dee161c5
gray,47,29,False,4edd62c9-5ec2-41bc-89da-7db12d0b14a8
red,25,57,False,420d1252-9cb1-42d5-9252-cf52588e8cb4
gray,26,38,False,feb15d7c-4a22-43c4-b66f-bf88b3ae5f88
purple,26,51,False,4600e9d5-4cc1-4f47-91dd-0a89215fec1e
black,53,19,True,3f6fee73-58d7-4cc7-a062-6b27fdd5e5e9
green,49,11,False,3aaf7170-b4d7-48e7-a88c-5c885f240d43
red,19,47,False,bbdaae0e-47d2-4dd0-ab52-aa5225bf70bd
purple,13,51,False,e7ab5de5-6024-47de-b9f7-2a77ab773c9d
red,40,14,False,cb42571f-52a3-405e-ac56-542dcc795a6d
green,38,27,False,0b62f455-532f-4c78-b467-ef1f0ed854dc
gray,28,25,True,30d3fe5a-099f-4f66-8c90-5363ef07f384
red,30,55,True,f48df1db-ad5e-4345-8592-72d52d9d26b8
gray,52,56,True,62633d37-c247-4608-bd0f-8045055532b9
black,19,28,True,c3cdfb42-94f5-4617-81d5-630f884f99d0
pink,55,20,True,90fe4503-9f73-4316-89f6-a11b42100f78
red,46,28,False,0c16d2c5-4bc9-4fb8-b9ff-892d88915017
green,19,31,False,c6c6f393-ece0-4ed6-88cd-090f7f1a2895
yellow,34,54,True,83aa75ab-75e6-47e5-aab5-9d7ccc44f3d6
yellow,45,24,False,8821fc2f-9fe3-48ae-abdf-07623c2faf1a
purple,49,25,True,6440cdca-bb43-45ad-bfaf-b6c5e9d15b58
gray,38,43,False,5f895802-e6d8-4505-948f-d6afa515e350
white,28,28,True,60b85708-dced-4fc1-9514-aff10e3338a5
purple,24,50,True,a9ece7be-b7ad-4d84-b556-6929b5bea3c1
yellow,54,54,True,1f911a76-9aed-4cec-880e-095189f3287c
gray,39,20,False,d234ccd1-0eae-4962-9fad-5a078501a9df
pink,16,56,False,1031f772-d36e-4e29-8e68-c4c1816ba1e5
black,40,25,True,abae9d82-fa49-47c5-b8db-ab5198032a6e
pink,12,18,True,f8ac18ae-265e-4516-8518-c618b779ffc3
yellow,10,20,True,3153e0db-d744-4636-a384-9fe53125bc6c
gray,23,30,True,e026191a-37c8-4019-9da1-463934ac4e17
red,12,38,True,5969b569-9d65-4651-ac64-f115a9f3c74f
gray,57,54,False,420d1252-9cb1-42d5-9252-cf52588e8cb4
white,49,16,True,d43ec224-bc54-4a96-bb36-6df8b21e92e8
purple,11,14,False,d1636fdf-c2ac-4ef7-b8c8-32ce280634a5
yellow,36,46,True,1b661e7c-785f-432a-bf6b-e8f5841db64b
pink,25,14,False,adc64808-6382-4e69-a076-c509504d3662
gray,15,27,True,208341fb-7c67-4d52-8bb5-51a1a76bd624
purple,23,26,True,04c4dbc4-d08b-4bdc-b1c9-31c6f819ea38
purple,28,19,False,be7bfb71-6e69-4895-b1e4-5dd61e6ff7d7
pink,31,58,False,1c465648-3ec1-4a4e-a6e2-971176034b44
green,26,36,False,7c1dad0b-6281-4dd1-8d4f-c0e790d7faf2
black,21,15,False,05dd3ed8-8712-4fb3-9a60-5106436b17f5
green,13,15,True,a4100d0d-5b0f-41c9-90cd-4507080772c1
red,58,53,True,1cba8dd5-8e3d-4bcc-9caf-33412f20ea80
red,54,20,False,b7e5f331-4f27-4e6a-a3d1-a6576d6e1a3f
black,19,42,False,bbf18a53-b668-4985-b923-f644460366b9
purple,23,52,True,e295ccca-b078-4958-9ebb-13c315965651
pink,58,43,False,333c88d6-9595-43ef-bf47-788d0ea71c2a
pink,43,22,False,63cc301d-f0a3-4507-93bf-37479e8479c3
purple,13,36,False,ebfb80e6-fbb6-4088-90cc-f09f715592b2
pink,11,35,False,baf8b9c1-7a67-4c9a-bdb2-70474dfa13e0
pink,15,44,True,265b057a-40a4-4016-8c8a-b29c711920de
purple,45,18,False,d43ec224-bc54-4a96-bb36-6df8b21e92e8
yellow,53,56,False,13b4ecaa-a03a-43b2-854f-b2ec3588c3e0
red,55,52,True,1d85dab7-d259-4413-9eec-5a41f5ab302f
yellow,49,26,False,28f4da82-290e-4356-bc62-06b76b99662b
black,58,31,False,554cecb5-0e81-4c14-908b-f5aed5e80887
purple,33,50,True,ad133abc-88c1-4250-8c5b-1724da5ce05b
green,27,13,False,ab29ff9f-ac6a-4f58-b4a4-1b8a566defbe
yellow,33,22,False,e4c57168-a0fe-4435-9630-0378a5028502
red,16,54,False,b98a3fd9-6e62-4f6a-ab36-eacc07dabd17
purple,24,35,True,a5830b08-7a41-4ee7-998f-adce0327813e
yellow,15,29,False,b8f62bbe-a9c4-4ef8-a268-67b7b4746796
gray,48,44,False,344af677-df02-490a-89c6-240223e0d3ce
purple,11,55,True,eab726fd-aa26-4dfa-ba1b-1f0d9275d1cf
black,52,34,True,fe5b4f09-e0fa-4713-b54d-d22294513f52
green,55,47,True,be5347a2-9c21-428f-87b1-2c005d34e050
gray,52,29,True,cbf73fc7-f70a-480a-924b-c2cef22a0573
purple,47,16,False,a1dbaa0f-e066-48ac-8f8f-8c57fe11d1fa
yellow,21,12,False,a3ccdfba-1c6b-49cd-a6c0-b9b3cde0166f
green,10,25,True,e5c1e23f-0d79-4ea0-9ef7-6165d48b6188
pink,25,40,False,cafd1b1c-c298-4d87-a5bf-9ef10794fb4a
green,49,46,False,c8d2903c-5faf-4f32-a668-8de294f53cca
red,15,38,True,e2085aed-d563-4605-b077-6e46569e78b9
yellow,11,22,True,10fce5ac-8500-46c7-8fa1-4be41ec72bed
red,36,32,False,b9cd6739-70ce-4512-80e0-005836ace0f0
gray,26,51,True,bea18c25-4f5b-457a-92a8-dcd72706c2df
white,45,52,False,5acf8ff3-1ed5-4d10-b0ee-73810131ca80
white,25,50,False,2399dcd9-adb3-40b1-8160-929eded8c088
black,20,24,False,b0cc0d43-fe50-45eb-9416-d52fa66e44e1
yellow,31,44,False,f7cd0a6d-2205-4efe-82e2-16cdc60317a2
white,10,30,False,bbf18a53-b668-4985-b923-f644460366b9
black,37,46,False,8eb6b6d3-4821-4215-8fab-13d153d97fa8
pink,32,26,True,3b790f42-c591-4d5e-8d0a-9417712ce912
gray,48,17,True,167fa496-ee14-465b-988a-c1169d64abf1
yellow,46,54,True,bec969a4-0fe4-43a2-a416-236b95665581
pink,17,43,True,9f1b7225-878f-4b16-a931-bb29f4f9cc22
white,28,47,False,cbf73fc7-f70a-480a-924b-c2cef22a0573
purple,10,39,False,d60192de-6602-4bc5-a4b8-f9bd0260b1bf
pink,48,32,False,b389c70f-2a04-4f02-98ca-7a4211290fa4
red,51,56,False,db9ff30b-19a8-44a8-8056-1503eb2d435f
purple,42,57,True,615d2dbf-4857-4cee-816b-85ec33decc84
black,43,34,True,807976f1-ab92-4531-8fb8-9291ecb796d9
gray,48,20,False,9cc7140d-6574-4b5a-8039-1866b5f65fd9
white,36,31,False,a1dbaa0f-e066-48ac-8f8f-8c57fe11d1fa
red,51,27,False,d5e9fb7c-34b7-46a3-9602-8efe7ccc0f98
black,16,45,True,e5a89467-06b9-4fdf-86fe-d9f54100f8b8
yellow,35,54,False,c7c6485a-2441-43a0-b7cd-e7c3af0c50a0
purple,30,44,False,138fe473-f796-4691-9bed-ac1b1c2c68f3
pink,52,24,True,2342ff43-a91e-4840-b1ea-b3587068e49c
yellow,18,14,True,6b8a04d9-80c4-4313-b3b1-5065225dae25
white,27,35,False,208341fb-7c67-4d52-8bb5-51a1a76bd624
red,19,26,True,4f85572b-4705-4e61-9094-44decb2d5b1b
pink,56,26,True,78119e8b-b86e-417e-98a2-aa1f086c378c
purple,19,13,False,6b193ca7-5b39-4889-b6bc-1cbfb7b1616f
green,41,25,True,28b72191-fdab-43a5-9445-9256c8f3e0bc
gray,49,38,False,d9a8cfec-d96d-41f7-b60d-083cd3713e7d
gray,28,45,True,b66f5f32-6059-4b5f-9f56-6cc47ada2f47
white,15,42,True,5413b339-9de0-4eee-9315-dd4547fc100f
purple,30,21,True,e1e154d8-f5de-4f90-88e5-58ee2b9f1e5a
red,41,32,False,8e3ce157-e089-4158-9424-138213a6fd5f
pink,36,32,True,197a1eb6-946e-42ee-a78c-0c43ef757837
purple,21,33,False,1b786f77-dec3-4a8c-9cfe-781f68b6cabb
red,53,12,False,21fc94b6-80f0-4f90-b264-7b8958f94cd4
green,18,14,True,3de8fa15-ed86-4c7b-9551-bdf211fd1703
pink,45,22,True,537334d8-e4e8-4a9b-a620-2359a53ed8bf
white,29,52,False,db9ff30b-19a8-44a8-8056-1503eb2d435f
purple,47,39,False,2a8c6c18-7782-4b5a-a845-a86e65b6b499
gray,48,43,True,73347e4f-e136-4171-8e52-83cadf32acc1
gray,24,40,True,5bcf47e4-1f18-43ac-9103-6504af470ee1
yellow,50,21,False,138fe473-f796-4691-9bed-ac1b1c2c68f3
pink,39,38,True,d0766202-660f-46d2-b868-eba41fad2347
green,24,18,True,eab726fd-aa26-4dfa-ba1b-1f0d9275d1cf
yellow,20,28,True,e90c4412-ce4c-499e-81e9-462e23dabe78
pink,52,56,False,30caf534-6318-4543-a90c-749062d71cc7
gray,40,38,True,f65731dc-f402-4f2a-976f-4911a46bb0d8
green,17,35,True,1a295e7a-5458-4fb0-b0b4-a4750cca5a7d
black,46,47,False,65a73456-a7ee-47b9-94e6-b9d2ed67f27b
yellow,56,59,True,667835b7-1756-493b-a98c-6621fb99cf29
black,21,42,False,78ef268e-67b1-4a13-9ce1-c8654650347f
black,11,52,False,25949819-1a53-4ffb-a172-1498f6605ba6
black,49,31,False,0458c574-44ca-43a2-a2bb-8907d853d74c
black,48,10,True,bfdcaeb0-853d-4f8c-83d1-53ff6e7850a0
green,32,23,True,0a2c5f4e-f63f-421d-8c9d-77ef6175a3a7
yellow,20,39,False,1cba8dd5-8e3d-4bcc-9caf-33412f20ea80
red,18,49,False,8225b219-eced-4563-8a19-c4a32ab35fdb
gray,33,34,True,fa23cbff-6958-43b1-9ec9-4031efd9a35d
white,43,38,False,fa2dc427-17b1-4d0d-bcd6-ff770e22d8de
yellow,41,54,False,7c40452d-35d0-444b-a297-373f5ecc20fe
red,47,11,False,deadc647-e24b-4272-b378-0a5190b68a6c
purple,16,58,False,55cb442e-34f6-43ba-bd99-d3d979a6192a
black,24,47,False,b8aa7d8f-3a90-4365-9715-09052c5e6a1f
gray,35,36,False,c8fe4c91-35ac-40d4-adcc-fac6d5e7ffcb
white,31,12,False,44157160-2249-4abe-9041-f9fe4d68daf9
black,28,29,True,cf643209-cd65-49ca-be64-23a6d74d7d7b
green,48,24,False,72a28ef8-69f4-4f21-8bc9-fb8f8ed195f7
black,22,51,True,537334d8-e4e8-4a9b-a620-2359a53ed8bf
white,43,16,False,2b7fea4f-a7a1-474c-9ed3-9cd457b7aae2
black,55,47,True,4275ceba-c6d3-4840-b52b-b4a2ad96204c
green,15,50,False,51e6f1bd-60fb-433d-81e5-3f2401349cc1
black,28,45,True,effc7975-2b01-4dde-afc4-fc09e4b971d0
white,42,22,False,a9b5c767-f7d0-4b04-843d-7eebc02168a0
black,48,49,True,debf5cbe-959c-4503-a20d-580dbf24b48b
black,23,44,False,6922dc2e-548a-4202-9969-0ab72c57880f
white,46,50,False,c6b8ff6f-5af1-49de-95de-4f181f998e10
white,31,46,True,eea2c4d5-8d28-45ac-b422-bd36590bd790
pink,50,36,True,bea18c25-4f5b-457a-92a8-dcd72706c2df
purple,16,24,True,9604dabe-5c15-451a-b438-3d02dcc08b8e
purple,32,16,False,91d2f7d2-711a-4a1a-85b5-46edb626c760
white,16,40,True,28f4da82-290e-4356-bc62-06b76b99662b
white,21,16,True,a3b6375c-0b20-4a49-ace8-1485da166d58
white,26,52,True,b8aa7d8f-3a90-4365-9715-09052c5e6a1f
black,31,40,False,8914f314-ec9d-4cb7-9a8f-57fb6f94a438
gray,26,40,True,11583b3f-7b71-4915-87ca-4a09119513aa
purple,47,13,False,cba1b5bc-3e4a-4d9f-947a-015f656822c6
white,51,45,True,69b475e3-2a71-4a29-95bc-5b9cc796f5e5
black,56,14,True,df71bd01-0b50-460b-9284-d3949469a9e4
black,36,52,True,62a65a9f-dd96-4ad2-a1d3-b6e33f684e28
white,47,17,True,bfdcaeb0-853d-4f8c-83d1-53ff6e7850a0
white,57,23,False,b6bf0ddb-cd30-441a-8cb7-a2211711baa2
purple,35,29,True,367b51c2-3b85-400f-bc2a-05f7a9459aa2
green,31,17,False,76fcb38e-6e33-49b7-8b89-32d0f29700e6
black,35,51,False,028eb191-1dc4-42bf-883e-faf86c6ff16a
white,14,20,True,5b6fa90e-d7d0-4073-a9c3-c6d9edede25d
yellow,56,13,True,016a565c-d707-429d-b33b-6de21153ee30
black,14,49,True,138fe473-f796-4691-9bed-ac1b1c2c68f3
gray,27,48,True,ad4fdde5-50e6-4608-aec9-07081a493d0e
pink,42,36,True,3ba82d0d-1054-4ac3-a25c-527b2f9f6389
gray,10,44,True,e804c1c1-3cab-42f2-a592-712201412e07
white,53,45,True,1031f772-d36e-4e29-8e68-c4c1816ba1e5
red,37,49,False,6690442b-ee7e-43a7-a560-7b9aabce2fb8
black,43,54,True,5cfa441a-79f8-4d4c-84ff-8423d7f8401e
gray,19,31,True,a12007bf-57ce-4575-80af-a23bcca5671f
pink,15,16,False,fd405965-5dca-4c12-b7b4-ad62ff7cdd2b
gray,31,49,False,1661b007-cb36-47c4-a1f5-e999eced6fe5
white,12,29,False,a777e976-9a0c-4293-9572-253835c1cd39
yellow,19,37,True,a4230597-cc3d-428c-a629-3c3e6d2f8f7c
red,28,12,False,7143b967-e647-497a-8d2c-c2428b3bb6ac
purple,48,19,True,b0d83e0c-ee61-4a99-93bc-1a036db3395c
purple,28,10,True,d5e911b9-d9c3-414e-bfa9-fa143aa3d19f
green,41,47,False,0ecfb4fd-ce83-4e30-8bec-59904c698ee3
black,12,38,False,69d6e032-c91d-4689-b9c4-1fc3c24bb927
black,46,59,False,acf6134e-0448-4956-ad37-c80f0253371b
gray,36,13,False,ddc01399-d574-434f-be8f-48200a297fd2
red,47,48,False,65ecc3ca-a6d8-4b8b-860f-36957aaed31d
green,28,56,False,7362f32c-0d87-4c86-80e8-fcd1f1cf1f16
red,29,48,True,bc393196-81fd-4697-91c1-ccec299d515b
purple,50,48,False,fc4213dd-5194-4e30-b002-791abd2e7397
purple,10,38,True,d9416c37-9e93-47f9-aa3c-097e9fe8d84c
purple,44,46,False,515195dd-e36b-4a3e-a7b3-c5444502eb37
red,27,30,True,b365a834-69cf-46f3-9ad7-62e2be0ff925
gray,39,10,False,0e7f9204-6c5b-48b3-8231-269f413b854b
purple,16,55,True,ddc01399-d574-434f-be8f-48200a297fd2
red,52,26,False,6cce9433-a7c0-427f-bb50-5449a7dd4990
yellow,42,41,True,fc4d4dea-7c7e-4f87-b562-e4ac85527d2c
red,46,38,True,6a913fd7-0962-499a-ba98-18a094b7f280
red,53,13,True,455e2cc6-6c5a-4d4b-8e41-8aa408d0463c
green,21,27,True,22a6dabc-3313-4855-a28e-3445becf636d
purple,55,10,False,705b676e-63fd-4055-846c-baedef38ba57
green,46,49,True,6b95d4dd-f1c7-405c-b5cd-69286b1a6439
pink,23,18,False,fc259028-2bc3-4e88-af34-b292ed8285de
black,29,51,True,55cf65f6-770c-4217-bb24-61f30a405965
yellow,38,18,False,a1ef71a4-b7a6-423d-83f3-5e481957e804
black,27,51,True,c8fe4c91-35ac-40d4-adcc-fac6d5e7ffcb
gray,26,21,False,cd3b2bfb-31f4-4879-8848-8c5b122ce8ee
yellow,32,40,False,e7f6021f-bd2f-4601-9bdf-8b1446300387
red,49,44,False,a7665536-c759-47ee-a4af-c087e2526b80
gray,11,20,True,70133d88-a307-458b-a4cb-1f979a081e55
red,15,35,True,b365a834-69cf-46f3-9ad7-62e2be0ff925
red,46,31,True,9152afb5-0dd7-4b07-b910-dbdfd1af6480
green,34,20,True,ab1e5bbc-4783-49b1-820f-377e8408f26d
black,18,17,True,71c59a93-bb1d-48a2-87c2-a511b0944e86
pink,26,58,True,a9ffe3b5-aa17-4dbd-867a-42589e4abf26
pink,49,32,False,cb793722-8ce9-4880-9a0e-744f7ce3fd60
green,56,20,True,573e0614-037e-452d-a33c-43500a969b4c
gray,24,38,True,7ef7af90-22f6-4fbc-8259-826ac00ed186
yellow,28,20,False,ca5e05f8-6716-4cc2-ab54-1fc9a3698b49
white,57,55,False,54d6d1ca-92a5-44aa-be18-84cf8e780fe2
pink,38,24,True,4791a0a0-ef13-485d-bec9-e601d98ee36f
white,47,35,True,0f99cb10-e3ce-4718-9148-3f8e4f1aca93
yellow,42,34,False,5eb46da1-380d-49ca-9c12-74383dc4f180
purple,13,54,False,f8ac18ae-265e-4516-8518-c618b779ffc3
pink,52,48,True,6d157fdf-695c-4ed3-b507-0d78c1f7c55b
green,42,39,False,192f7187-1e61-4a08-9e04-aca6f5dedaeb
red,41,54,True,98a71599-225d-430b-b292-46c63373e4f0
pink,33,13,False,67b54664-783b-4918-bd17-ead960fb7f29
pink,36,16,True,b3cd9349-c269-4461-9817-09bcef5637dc
gray,57,54,True,54e476cf-cc86-45ec-9cd7-fd723ced347a
red,27,42,True,761bdea2-de1b-439d-a42f-0c3f5708dd8e
black,28,17,True,185317ac-b2d0-4e63-8d27-34290bed42ae
purple,12,26,True,31ec9444-291e-441a-9244-a382155c123b
black,12,50,False,2400fc7c-3fc8-4add-82a6-2b9fd66732a6
gray,27,59,False,3e9938e7-b0cc-43c2-942e-568de324c917
purple,18,10,False,9f79fc57-546c-4c11-b5ec-1ca8d1b672c3
white,32,17,False,8c353720-5a85-4a74-8c5f-b5839b43c7af
pink,45,46,False,a2162dd2-54c9-4a06-a223-7ceb7575575d
yellow,44,44,True,bdca70ad-d47e-4ea1-8211-c4f117a8ed04
white,32,54,False,fc3e5159-4691-4828-87c3-2d9e68b03b0b
pink,46,42,False,56b61368-f255-4f02-a636-004b18e8b40a
yellow,16,54,False,09b6b521-6f28-4296-ba28-af9368df0513
black,23,50,False,02f9bf0f-f259-4538-92c3-5d6202a0c945
gray,24,21,True,0cbf9db4-1757-4759-92de-dcf104e18ff8
green,30,46,False,435342a1-dc42-4f76-b28e-b47250be053b
pink,50,59,False,49161c50-3770-45b8-bb69-55bcc569548d
yellow,52,11,True,5147966b-a9b9-4b9c-87d7-13bf0456cc47
white,12,39,True,8647cc57-20ac-4167-a1ca-7d5495554f13
black,12,30,False,32d91b1f-8399-4e1c-85e1-55812beac51e
green,17,42,False,5c56dec5-0da1-43f4-9edc-747c62793dd4
purple,27,55,True,f65731dc-f402-4f2a-976f-4911a46bb0d8
yellow,27,24,False,cd61360f-58dd-487d-9f7d-35c6f9a1e188
yellow,24,51,True,30562a52-1cba-4fc6-beba-f0ddb8298648
yellow,56,51,True,df71bd01-0b50-460b-9284-d3949469a9e4
yellow,53,47,False,d6d056c1-7e03-4e32-bc23-6a669cba5288
pink,14,36,False,bc393196-81fd-4697-91c1-ccec299d515b
yellow,18,42,False,e3abe43e-3f12-48db-83af-4707cc855ab7
red,29,29,True,8914f314-ec9d-4cb7-9a8f-57fb6f94a438
gray,47,18,True,cb6f6004-e0f4-4be7-8c49-4005c227a409
black,37,35,True,a09e4551-5eb0-476a-b05b-21807fef1988
gray,21,17,False,aab20bc1-4e91-4dd7-9574-77bc94a2b588
gray,18,26,True,0aa78e99-05c1-4a90-bcac-ecc16b5df171
red,31,41,True,8a4a99a1-bea3-462c-a6b9-e51f8af9dc02
green,17,13,False,def0d601-901f-4bf5-bc56-f7f1881d8699
white,12,11,True,22e7db2f-1759-4a10-b18d-767073d9a275
yellow,36,45,True,2b9d0aab-96ea-46ca-98d8-a2a4dbbd87a0
pink,36,25,True,1cba8dd5-8e3d-4bcc-9caf-33412f20ea80
yellow,19,39,False,6690442b-ee7e-43a7-a560-7b9aabce2fb8
pink,29,51,True,f222d878-c445-41ce-988c-e07cff8bdf60
pink,53,50,False,d27b7fb0-326a-44a2-b7ed-495aabb6f6bd
yellow,50,52,True,c70ebba3-bddb-4a3a-88e7-1cf74f3ca93a
black,48,25,True,6b8a04d9-80c4-4313-b3b1-5065225dae25
red,45,40,False,a0a76d04-c28d-47ed-965b-fb89b7ded267
